return_id,order_id,order_item_id,customer_id,product_id,seller_id,return_date,days_after_delivery,return_type,return_reason,return_channel,return_status,refund_status,refund_amount,reverse_shipping_cost,pickup_status,pickup_date,quality_check_status,return_condition,replacement_requested,replacement_status
1162,8107,16317,8749,603,122,2024-03-20,20,Exchange,Product Not As Expected,Website,Picked Up,Not Applicable,0.0,121.99,Completed,2024-03-22,Failed,Damaged,True,Completed
1163,8121,16345,7508,1967,383,2024-03-28,25,Refund,Changed Mind,Mobile App,Approved,Pending,33858.46,115.65,Pending,,Pending,Unused,False,Not Applicable
1164,8122,16347,7733,1160,232,2024-03-19,14,Refund,Changed Mind,Mobile App,Pickup Scheduled,Processing,3906.52,128.2,Completed,2024-03-21,Passed,Used,False,Not Applicable
1165,8127,16359,9327,1191,237,2024-03-03,2,Refund,Late Delivery,Website,Requested,Pending,4179.71,152.24,Pending,,Pending,Opened,False,Not Applicable
1166,8129,16364,50,654,132,2024-03-31,23,Replacement,Product Not As Expected,Website,Picked Up,Not Applicable,0.0,105.36,Scheduled,2024-04-01,Pending,Unused,True,Completed
1167,8132,16369,1452,632,127,2024-03-31,24,Refund,Wrong Product,Website,Pickup Scheduled,Processing,25405.41,139.96,Completed,2024-04-03,Pending,Damaged,False,Not Applicable
1168,8144,16394,5977,1229,244,2024-03-16,9,Replacement,Late Delivery,Website,Completed,Not Applicable,0.0,68.01,Completed,2024-03-17,Failed,Damaged,True,Requested
1169,8146,16399,6816,459,94,2024-03-22,16,Refund,Damaged Product,Website,Completed,Completed,4046.91,55.15,Completed,2024-03-24,Passed,Used,False,Not Applicable
1170,8148,16403,8593,234,47,2024-03-17,11,Replacement,Wrong Product,Customer Support,Approved,Not Applicable,0.0,126.77,Pending,,Pending,Opened,True,Cancelled
1171,8163,16427,7675,2301,451,2024-03-12,7,Exchange,Late Delivery,Mobile App,Completed,Not Applicable,0.0,81.56,Completed,2024-03-13,Passed,Damaged,True,Completed
1172,8180,16457,5838,1088,218,2024-03-07,2,Exchange,Damaged Product,Website,Rejected,Not Applicable,0.0,68.87,Failed,,Pending,Damaged,True,Processing
1173,8186,16472,9460,2254,441,2024-03-19,11,Refund,Quality Issue,Mobile App,Completed,Pending,39720.31,67.42,Completed,2024-03-22,Passed,Opened,False,Not Applicable
1174,8190,16481,2457,1289,257,2024-03-13,2,Replacement,Changed Mind,Mobile App,Approved,Not Applicable,0.0,122.5,Pending,,Pending,Unused,True,Requested
1175,8205,16512,7455,730,147,2024-03-16,10,Replacement,Product Not As Expected,Website,Completed,Not Applicable,0.0,177.33,Completed,2024-03-17,Passed,Unused,True,Cancelled
1176,8206,16515,7779,112,21,2024-04-08,29,Replacement,Missing Parts,Mobile App,Completed,Not Applicable,0.0,110.33,Completed,2024-04-10,Pending,Unused,True,Cancelled
1177,8212,16529,8710,828,166,2024-03-14,7,Replacement,Size/Fit Issue,Website,Picked Up,Not Applicable,0.0,129.31,Scheduled,2024-03-16,Pending,Opened,True,Processing
1178,8218,16541,1646,2473,485,2024-03-18,7,Refund,Product Not As Expected,Website,Requested,Processing,567.33,140.25,Scheduled,2024-03-21,Pending,Damaged,False,Not Applicable
1179,8229,16561,7756,220,44,2024-04-06,30,Refund,Late Delivery,Mobile App,Completed,Completed,3769.41,56.03,Completed,2024-04-07,Passed,Unused,False,Not Applicable
1180,8231,16564,8188,1547,306,2024-04-01,26,Refund,Product Not As Expected,Mobile App,Pickup Scheduled,Processing,58983.74,68.58,Completed,2024-04-02,Passed,Unused,False,Not Applicable
1181,8235,16575,2202,2392,468,2024-04-09,29,Refund,Wrong Product,Mobile App,Completed,Processing,32333.14,139.2,Completed,2024-04-12,Passed,Damaged,False,Not Applicable
1182,8240,16584,3983,280,56,2024-04-02,21,Refund,Late Delivery,Mobile App,Completed,Pending,662.44,113.4,Completed,2024-04-03,Passed,Opened,False,Not Applicable
1183,8240,16585,3983,1198,238,2024-03-21,9,Refund,Product Not As Expected,Customer Support,Picked Up,Pending,58844.95,61.1,Scheduled,2024-03-22,Pending,Unused,False,Not Applicable
1184,8247,16597,6577,1030,206,2024-03-31,23,Replacement,Late Delivery,Website,Approved,Not Applicable,0.0,49.22,Scheduled,2024-04-01,Pending,Used,True,Cancelled
1185,8254,16609,5222,775,156,2024-03-27,18,Refund,Late Delivery,Mobile App,Picked Up,Processing,1002.33,118.95,Completed,2024-03-29,Passed,Opened,False,Not Applicable
1186,8258,16619,6389,1108,222,2024-04-05,25,Refund,Missing Parts,Mobile App,Approved,Pending,18488.92,94.06,Scheduled,2024-04-08,Pending,Used,False,Not Applicable
1187,8264,16632,1359,922,184,2024-03-22,13,Refund,Damaged Product,Mobile App,Completed,Processing,1315.38,80.21,Completed,2024-03-24,Passed,Damaged,False,Not Applicable
1188,8264,16633,1359,1883,366,2024-03-21,12,Replacement,Changed Mind,Mobile App,Requested,Not Applicable,0.0,168.56,Scheduled,2024-03-24,Pending,Used,True,Processing
1189,8267,16640,2306,2211,433,2024-04-01,21,Refund,Product Not As Expected,Website,Picked Up,Pending,96750.43,155.85,Completed,2024-04-03,Passed,Unused,False,Not Applicable
1190,8270,16649,5029,2020,393,2024-03-24,12,Replacement,Wrong Product,Website,Pickup Scheduled,Not Applicable,0.0,167.03,Completed,2024-03-27,Passed,Opened,True,Requested
1191,8270,16650,5029,2076,409,2024-03-19,7,Refund,Damaged Product,Mobile App,Picked Up,Pending,3354.64,143.79,Completed,2024-03-20,Passed,Unused,False,Not Applicable
1192,8281,16669,7764,571,116,2024-03-15,3,Replacement,Wrong Product,Mobile App,Completed,Not Applicable,0.0,40.8,Completed,2024-03-16,Passed,Used,True,Requested
1193,8290,16682,3232,1807,353,2024-03-21,8,Refund,Wrong Product,Website,Completed,Completed,5579.25,153.7,Completed,2024-03-23,Failed,Damaged,False,Not Applicable
1194,8293,16686,6479,2020,393,2024-03-22,11,Replacement,Product Not As Expected,Website,Pickup Scheduled,Not Applicable,0.0,136.59,Completed,2024-03-25,Passed,Unused,True,Processing
1195,8296,16694,8792,2181,427,2024-03-12,3,Replacement,Quality Issue,Website,Completed,Not Applicable,0.0,159.13,Completed,2024-03-15,Passed,Opened,True,Processing
1196,8308,16722,5800,1972,384,2024-04-03,19,Replacement,Wrong Product,Website,Approved,Not Applicable,0.0,130.83,Pending,,Pending,Used,True,Processing
1197,8316,16737,7991,1007,201,2024-03-12,1,Refund,Wrong Product,Website,Pickup Scheduled,Pending,989.92,94.79,Completed,2024-03-13,Failed,Damaged,False,Not Applicable
1198,8346,16798,8746,534,109,2024-04-08,25,Replacement,Wrong Product,Mobile App,Picked Up,Not Applicable,0.0,90.37,Completed,2024-04-10,Passed,Unused,True,Cancelled
1199,8368,16842,6799,2242,438,2024-04-04,15,Refund,Changed Mind,Mobile App,Completed,Pending,4286.47,128.86,Completed,2024-04-06,Passed,Unused,False,Not Applicable
1200,8369,16843,6816,320,64,2024-03-22,4,Refund,Product Not As Expected,Mobile App,Requested,Processing,15400.7,111.45,Pending,,Pending,Damaged,False,Not Applicable
1201,8388,16880,7332,2285,448,2024-03-20,7,Refund,Quality Issue,Mobile App,Picked Up,Processing,9112.71,157.66,Scheduled,2024-03-22,Pending,Damaged,False,Not Applicable
1202,8448,16995,4980,1748,342,2024-03-24,3,Refund,Damaged Product,Mobile App,Picked Up,Processing,37041.61,57.69,Scheduled,2024-03-25,Pending,Unused,False,Not Applicable
1203,8454,17006,7259,770,155,2024-04-09,19,Refund,Product Not As Expected,Mobile App,Pickup Scheduled,Pending,1648.7,51.66,Scheduled,2024-04-11,Pending,Damaged,False,Not Applicable
1204,8455,17008,7292,2428,474,2024-03-31,14,Replacement,Wrong Product,Website,Completed,Not Applicable,0.0,52.09,Completed,2024-04-01,Failed,Damaged,True,Cancelled
1205,8461,17017,96,1395,277,2024-04-22,29,Replacement,Quality Issue,Website,Approved,Not Applicable,0.0,74.78,Scheduled,2024-04-24,Pending,Damaged,True,Cancelled
1206,8462,17020,113,1554,307,2024-04-14,23,Exchange,Size/Fit Issue,Mobile App,Completed,Not Applicable,0.0,126.78,Completed,2024-04-16,Passed,Unused,True,Cancelled
1207,8466,17029,1843,1825,356,2024-04-19,28,Refund,Damaged Product,Mobile App,Picked Up,Pending,4036.33,99.36,Completed,2024-04-21,Failed,Damaged,False,Not Applicable
1208,8468,17033,2127,1049,210,2024-04-02,8,Replacement,Damaged Product,Website,Pickup Scheduled,Not Applicable,0.0,56.13,Completed,2024-04-03,Passed,Unused,True,Processing
1209,8471,17041,2780,1374,273,2024-04-17,28,Replacement,Changed Mind,Website,Completed,Not Applicable,0.0,132.37,Completed,2024-04-19,Passed,Used,True,Processing
1210,8478,17057,6436,923,185,2024-03-31,6,Replacement,Damaged Product,Mobile App,Pickup Scheduled,Not Applicable,0.0,85.15,Scheduled,2024-04-01,Pending,Unused,True,Completed
1211,8485,17070,552,1532,303,2024-03-28,2,Refund,Wrong Product,Website,Picked Up,Processing,4366.77,166.51,Scheduled,2024-03-29,Pending,Used,False,Not Applicable
1212,8486,17072,777,2459,482,2024-03-30,3,Exchange,Damaged Product,Website,Approved,Not Applicable,0.0,87.78,Scheduled,2024-03-31,Pending,Opened,True,Cancelled
1213,8489,17080,992,1838,358,2024-04-01,13,Refund,Product Not As Expected,Website,Pickup Scheduled,Processing,3678.15,144.05,Scheduled,2024-04-02,Pending,Damaged,False,Not Applicable
1214,8489,17081,992,2326,456,2024-03-27,8,Refund,Product Not As Expected,Website,Picked Up,Processing,3433.44,179.18,Completed,2024-03-29,Passed,Used,False,Not Applicable
1215,8493,17090,3087,2364,463,2024-04-02,10,Replacement,Product Not As Expected,Website,Rejected,Not Applicable,0.0,178.62,Failed,,Pending,Unused,True,Requested
1216,8497,17095,6764,1276,254,2024-04-14,20,Replacement,Quality Issue,Website,Picked Up,Not Applicable,0.0,46.13,Completed,2024-04-16,Passed,Unused,True,Requested
1217,8517,17136,5629,859,171,2024-04-19,25,Replacement,Product Not As Expected,Mobile App,Completed,Not Applicable,0.0,51.65,Completed,2024-04-21,Passed,Opened,True,Cancelled
1218,8531,17163,566,1007,201,2024-04-01,5,Refund,Changed Mind,Mobile App,Picked Up,Processing,3126.06,155.18,Scheduled,2024-04-03,Pending,Unused,False,Not Applicable
1219,8540,17182,4445,2190,429,2024-04-22,26,Refund,Quality Issue,Website,Completed,Completed,30568.86,146.98,Completed,2024-04-24,Passed,Damaged,False,Not Applicable
1220,8545,17191,7068,883,177,2024-03-30,6,Refund,Damaged Product,Website,Rejected,Not Applicable,0.0,78.6,Failed,,Pending,Unused,False,Not Applicable
1221,8552,17206,282,142,26,2024-04-23,24,Refund,Wrong Product,Mobile App,Approved,Pending,3125.34,123.21,Scheduled,2024-04-24,Pending,Unused,False,Not Applicable
1222,8567,17236,9621,332,65,2024-04-06,7,Replacement,Late Delivery,Mobile App,Picked Up,Not Applicable,0.0,135.24,Scheduled,2024-04-07,Pending,Used,True,Requested
1223,8568,17240,183,643,130,2024-03-30,1,Refund,Product Not As Expected,Website,Approved,Pending,318.1,84.13,Pending,,Pending,Damaged,False,Not Applicable
1224,8572,17248,3203,1298,259,2024-04-25,29,Refund,Product Not As Expected,Mobile App,Pickup Scheduled,Pending,185547.52,90.86,Scheduled,2024-04-27,Pending,Opened,False,Not Applicable
1225,8577,17255,4704,169,34,2024-04-17,18,Exchange,Product Not As Expected,Website,Pickup Scheduled,Not Applicable,0.0,106.15,Scheduled,2024-04-18,Pending,Unused,True,Completed
1226,8591,17283,104,44,10,2024-04-01,4,Refund,Changed Mind,Website,Picked Up,Pending,2548.16,115.72,Scheduled,2024-04-03,Pending,Unused,False,Not Applicable
1227,8591,17284,104,399,80,2024-04-25,28,Refund,Product Not As Expected,Mobile App,Picked Up,Pending,8400.56,175.43,Scheduled,2024-04-28,Pending,Opened,False,Not Applicable
1228,8593,17286,2127,1536,304,2024-04-03,9,Refund,Changed Mind,Website,Completed,Completed,25245.16,81.55,Completed,2024-04-06,Failed,Damaged,False,Not Applicable
1229,8599,17301,6081,1029,206,2024-04-25,26,Refund,Changed Mind,Mobile App,Completed,Completed,1152.53,74.85,Completed,2024-04-27,Failed,Damaged,False,Not Applicable
1230,8626,17361,1891,1398,278,2024-04-03,3,Refund,Damaged Product,Mobile App,Pickup Scheduled,Pending,4481.34,48.88,Completed,2024-04-04,Passed,Opened,False,Not Applicable
1231,8627,17364,2310,1247,248,2024-04-11,14,Replacement,Size/Fit Issue,Website,Approved,Not Applicable,0.0,131.82,Scheduled,2024-04-14,Pending,Unused,True,Requested
1232,8649,17411,2922,1465,290,2024-04-10,6,Refund,Damaged Product,Website,Completed,Completed,46954.64,36.41,Completed,2024-04-11,Passed,Unused,False,Not Applicable
1233,8650,17414,4481,1964,383,2024-04-03,2,Replacement,Product Not As Expected,Mobile App,Completed,Not Applicable,0.0,51.85,Completed,2024-04-05,Passed,Used,True,Completed
1234,8666,17445,9434,2445,479,2024-04-11,11,Replacement,Missing Parts,Website,Completed,Not Applicable,0.0,80.16,Completed,2024-04-14,Passed,Damaged,True,Processing
1235,8671,17454,1743,239,48,2024-04-19,16,Refund,Changed Mind,Mobile App,Pickup Scheduled,Pending,677.76,52.88,Completed,2024-04-21,Pending,Opened,False,Not Applicable
1236,8672,17457,2165,920,184,2024-04-20,19,Refund,Changed Mind,Mobile App,Approved,Pending,2591.78,36.72,Pending,,Pending,Used,False,Not Applicable
1237,8679,17471,4597,1721,338,2024-04-23,19,Exchange,Product Not As Expected,Mobile App,Approved,Not Applicable,0.0,171.95,Pending,,Pending,Opened,True,Completed
1238,8680,17473,5320,2315,454,2024-04-20,19,Replacement,Wrong Product,Website,Pickup Scheduled,Not Applicable,0.0,171.21,Scheduled,2024-04-22,Pending,Opened,True,Requested
1239,8681,17475,5526,71,14,2024-04-09,3,Replacement,Product Not As Expected,Customer Support,Completed,Not Applicable,0.0,137.32,Completed,2024-04-11,Failed,Damaged,True,Completed
1240,8686,17482,8885,405,82,2024-04-23,23,Replacement,Product Not As Expected,Mobile App,Approved,Not Applicable,0.0,164.12,Scheduled,2024-04-25,Pending,Damaged,True,Requested
1241,8690,17490,1914,133,25,2024-04-26,26,Refund,Missing Parts,Website,Completed,Pending,14696.4,163.77,Completed,2024-04-29,Passed,Used,False,Not Applicable
1242,8692,17495,3070,1101,221,2024-04-15,14,Exchange,Quality Issue,Mobile App,Pickup Scheduled,Not Applicable,0.0,130.15,Completed,2024-04-18,Passed,Damaged,True,Completed
1243,8698,17508,4335,2085,411,2024-04-09,10,Replacement,Wrong Product,Website,Pickup Scheduled,Not Applicable,0.0,154.66,Scheduled,2024-04-12,Pending,Opened,True,Cancelled
1244,8708,17531,8191,1189,237,2024-04-17,12,Replacement,Changed Mind,Mobile App,Completed,Not Applicable,0.0,101.79,Completed,2024-04-19,Passed,Opened,True,Cancelled
1245,8708,17533,8191,1649,325,2024-04-10,5,Replacement,Wrong Product,Website,Approved,Not Applicable,0.0,53.15,Pending,,Pending,Used,True,Cancelled
1246,8710,17537,9810,1355,269,2024-04-21,17,Refund,Wrong Product,Customer Support,Completed,Processing,1779.36,45.49,Completed,2024-04-23,Passed,Used,False,Not Applicable
1247,8712,17543,965,685,138,2024-04-17,13,Refund,Changed Mind,Mobile App,Picked Up,Processing,1555.79,144.43,Completed,2024-04-19,Pending,Used,False,Not Applicable
1248,8726,17567,5620,79,15,2024-04-07,2,Refund,Wrong Product,Mobile App,Picked Up,Pending,3509.52,102.32,Scheduled,2024-04-09,Pending,Damaged,False,Not Applicable
1249,8737,17587,8986,1113,223,2024-04-06,2,Exchange,Wrong Product,Website,Approved,Not Applicable,0.0,90.22,Pending,,Pending,Opened,True,Cancelled
1250,8743,17600,1850,1643,324,2024-04-07,1,Refund,Quality Issue,Mobile App,Approved,Processing,5383.5,103.76,Pending,,Pending,Unused,False,Not Applicable
1251,8753,17620,7240,1104,221,2024-04-10,6,Refund,Missing Parts,Website,Requested,Processing,14689.29,87.34,Pending,,Pending,Used,False,Not Applicable
1252,8774,17656,8053,321,64,2024-04-23,18,Refund,Size/Fit Issue,Mobile App,Approved,Processing,14968.4,154.37,Scheduled,2024-04-26,Pending,Used,False,Not Applicable
1253,8777,17661,9192,1904,371,2024-04-15,6,Replacement,Missing Parts,Mobile App,Approved,Not Applicable,0.0,160.25,Scheduled,2024-04-16,Pending,Unused,True,Processing
1254,8779,17663,313,615,124,2024-04-23,12,Refund,Size/Fit Issue,Customer Support,Completed,Pending,3041.69,124.69,Completed,2024-04-24,Passed,Damaged,False,Not Applicable
1255,8782,17671,2128,2186,428,2024-04-09,3,Refund,Wrong Product,Website,Picked Up,Pending,10297.64,140.05,Scheduled,2024-04-12,Pending,Opened,False,Not Applicable
1256,8789,17684,6983,974,195,2024-04-13,3,Refund,Wrong Product,Mobile App,Requested,Pending,1935.23,168.24,Scheduled,2024-04-14,Pending,Used,False,Not Applicable
1257,8795,17697,230,1677,330,2024-05-10,29,Refund,Product Not As Expected,Website,Approved,Pending,112328.16,45.68,Pending,,Pending,Opened,False,Not Applicable
1258,8806,17719,7632,333,66,2024-04-17,8,Refund,Changed Mind,Mobile App,Approved,Processing,158.72,152.37,Pending,,Pending,Opened,False,Not Applicable
1259,8807,17722,7921,2426,474,2024-04-24,13,Refund,Changed Mind,Mobile App,Approved,Pending,6227.37,103.34,Pending,,Pending,Used,False,Not Applicable
1260,8811,17728,539,738,148,2024-04-06,1,Exchange,Product Not As Expected,Mobile App,Completed,Not Applicable,0.0,63.88,Completed,2024-04-08,Passed,Opened,True,Completed
1261,8811,17729,539,1898,370,2024-05-05,30,Refund,Changed Mind,Mobile App,Requested,Processing,42291.55,161.52,Scheduled,2024-05-08,Pending,Used,False,Not Applicable
1262,8814,17736,1493,953,190,2024-04-13,1,Replacement,Damaged Product,Mobile App,Approved,Not Applicable,0.0,30.59,Pending,,Pending,Damaged,True,Cancelled
1263,8814,17737,1493,1047,210,2024-04-28,16,Exchange,Damaged Product,Website,Completed,Not Applicable,0.0,151.34,Completed,2024-04-30,Passed,Used,True,Processing
1264,8817,17743,2443,1123,225,2024-04-11,4,Refund,Size/Fit Issue,Customer Support,Completed,Processing,23123.46,70.21,Completed,2024-04-12,Passed,Unused,False,Not Applicable
1265,8864,17839,2447,2199,430,2024-05-08,23,Replacement,Missing Parts,Customer Support,Picked Up,Not Applicable,0.0,152.94,Completed,2024-05-10,Passed,Damaged,True,Processing
1266,8866,17842,3903,2364,463,2024-04-22,10,Replacement,Quality Issue,Mobile App,Completed,Not Applicable,0.0,67.58,Completed,2024-04-23,Passed,Opened,True,Processing
1267,8876,17859,9254,1586,313,2024-05-02,22,Refund,Wrong Product,Website,Rejected,Not Applicable,0.0,42.47,Failed,,Pending,Unused,False,Not Applicable
1268,8876,17861,9254,2303,451,2024-04-13,3,Replacement,Late Delivery,Mobile App,Picked Up,Not Applicable,0.0,172.13,Completed,2024-04-16,Passed,Unused,True,Processing
1269,8877,17863,515,2320,455,2024-05-03,22,Replacement,Changed Mind,Website,Picked Up,Not Applicable,0.0,144.62,Completed,2024-05-06,Failed,Damaged,True,Requested
1270,8883,17872,4123,96,18,2024-05-04,22,Refund,Product Not As Expected,Customer Support,Approved,Pending,5496.24,138.7,Scheduled,2024-05-06,Pending,Used,False,Not Applicable
1271,8883,17873,4123,1407,280,2024-04-17,5,Refund,Late Delivery,Website,Requested,Pending,1056.29,62.0,Pending,,Pending,Damaged,False,Not Applicable
1272,8886,17879,4857,733,147,2024-05-02,21,Replacement,Wrong Product,Mobile App,Completed,Not Applicable,0.0,121.13,Completed,2024-05-04,Passed,Unused,True,Cancelled
1273,8888,17884,5158,757,152,2024-05-11,28,Refund,Missing Parts,Mobile App,Approved,Pending,49693.65,176.63,Pending,,Pending,Opened,False,Not Applicable
1274,8908,17929,6924,443,91,2024-05-09,23,Refund,Product Not As Expected,Mobile App,Pickup Scheduled,Processing,228320.73,145.64,Completed,2024-05-12,Passed,Unused,False,Not Applicable
1275,8918,17949,9589,1364,271,2024-04-21,5,Refund,Size/Fit Issue,Website,Picked Up,Pending,731.29,81.71,Scheduled,2024-04-24,Pending,Used,False,Not Applicable
