shipment_id,order_id,courier_partner,delivery_mode,shipment_date,estimated_delivery_date,actual_delivery_date,delivery_status,tracking_number,shipping_cost,shipping_distance_km,warehouse_location,delivery_city,delivery_attempts,delivery_rating,on_time_delivery,delay_reason
2069,2069,Delhivery,Standard,17-04-2023 10:00,21-04-2023,22-04-2023,Delivered,TRK3WPXWDOGDMBP,192.58,1615,Chennai Warehouse,Lucknow,2,5,FALSE,
2070,2070,XpressBees,Standard,16-04-2023 07:00,22-04-2023,22-04-2023,Delivered,TRKGUUHY52RZRX1,134.2,523,Delhi Warehouse,Ahmedabad,1,5,TRUE,
2071,2071,Blue Dart,Standard,18-04-2023 06:00,23-04-2023,23-04-2023,Delivered,TRK9KHZAVRWB98P,104.28,2091,Bengaluru Warehouse,Ahmedabad,1,5,TRUE,
2072,2072,XpressBees,Standard,18-04-2023 06:00,24-04-2023,24-04-2023,Delivered,TRKZAZFN4OQXHN8,147.35,812,Chennai Warehouse,Lucknow,1,4,TRUE,
2073,2073,DTDC,Standard,18-04-2023 11:00,25-04-2023,25-04-2023,Delivered,TRKKASIFMQACFO1,85.02,1734,Bengaluru Warehouse,Bengaluru,1,5,TRUE,
2074,2074,DTDC,Express,17-04-2023 05:00,20-04-2023,20-04-2023,Delivered,TRKG3JPA9FYSRCB,100.16,1748,Bengaluru Warehouse,Kolkata,1,4,TRUE,
2075,2075,Ecom Express,Standard,17-04-2023 04:00,21-04-2023,21-04-2023,Delivered,TRK4WVX12I21IHH,177.6,2489,Hyderabad Warehouse,Lucknow,1,5,TRUE,
2076,2076,Blue Dart,Standard,17-04-2023 08:00,22-04-2023,23-04-2023,Delivered,TRK5PT6NGFLR3VZ,65.78,2302,Ahmedabad Warehouse,Hyderabad,1,5,FALSE,
2077,2077,Ekart,Standard,18-04-2023 05:00,23-04-2023,23-04-2023,Delivered,TRKJ6OY77G620CO,166.76,2135,Mumbai Warehouse,Kolkata,3,5,TRUE,
2078,2078,Ecom Express,Standard,16-04-2023 08:00,20-04-2023,20-04-2023,Delivered,TRK3TOPZZRTCVMU,134.4,1839,Ahmedabad Warehouse,Ahmedabad,2,5,TRUE,
2079,2079,XpressBees,Next Day,16-04-2023 03:00,17-04-2023,18-04-2023,Delivered,TRKYFJNBIF9YROD,85.26,195,Ahmedabad Warehouse,Bengaluru,1,4,FALSE,
2080,2080,XpressBees,Standard,17-04-2023 12:00,24-04-2023,23-04-2023,Delivered,TRKINRJOHTRFOZL,69.66,1659,Chennai Warehouse,Mumbai,1,5,TRUE,
2081,2081,Ecom Express,Express,16-04-2023 08:00,19-04-2023,19-04-2023,Delivered,TRKWVSPYZFZJ29Y,223.35,2391,Mumbai Warehouse,Mumbai,1,5,TRUE,
2082,2082,Delhivery,Standard,17-04-2023 11:00,22-04-2023,22-04-2023,Delivered,TRK48L94WOZRZUW,167.55,944,Pune Warehouse,Bengaluru,1,5,TRUE,
2083,2083,Ecom Express,Standard,18-04-2023 11:00,22-04-2023,22-04-2023,Delivered,TRKARE104RP59Q6,107.99,159,Hyderabad Warehouse,Hyderabad,1,5,TRUE,
2084,2084,XpressBees,Express,18-04-2023 01:00,21-04-2023,20-04-2023,Delivered,TRKEP6C15R5BO46,222.88,60,Kolkata Warehouse,Lucknow,2,5,TRUE,
2085,2085,DTDC,Next Day,17-04-2023 09:00,18-04-2023,19-04-2023,Delivered,TRKL7MHEK99L1G2,72.92,1069,Bengaluru Warehouse,Bengaluru,1,4,FALSE,
2086,2086,Ekart,Standard,19-04-2023 03:00,24-04-2023,,In Transit,TRKVVBA0YPNC43H,90.08,1797,Delhi Warehouse,Chennai,0,,,
2087,2087,Delhivery,Express,17-04-2023 12:00,19-04-2023,20-04-2023,Delivered,TRKC39YUV3FJEP9,141.78,483,Mumbai Warehouse,Jaipur,1,4,FALSE,
2088,2088,XpressBees,Standard,19-04-2023 09:00,24-04-2023,24-04-2023,Delivered,TRKFSBNB70UFOJ0,174.77,1497,Chennai Warehouse,Mumbai,1,5,TRUE,
2089,2089,Ekart,Standard,19-04-2023 08:00,23-04-2023,23-04-2023,Delivered,TRKT7P9QWGR4B8J,97.08,1010,Mumbai Warehouse,Lucknow,1,5,TRUE,
2090,2090,DTDC,Standard,17-04-2023 03:00,21-04-2023,21-04-2023,Delivered,TRK9V9JODAD46Y0,234.59,1627,Mumbai Warehouse,Chennai,1,5,TRUE,
2091,2091,DTDC,Next Day,18-04-2023 00:00,19-04-2023,20-04-2023,Delivered,TRK44XZPR6H2U8V,214.29,105,Mumbai Warehouse,Chennai,1,5,FALSE,
2092,2092,Ekart,Standard,20-04-2023 09:00,24-04-2023,24-04-2023,Delivered,TRK073AEEP2R61L,108.38,2340,Bengaluru Warehouse,Delhi,1,5,TRUE,
2093,2093,Delhivery,Standard,20-04-2023 09:00,24-04-2023,24-04-2023,Delivered,TRKQ97DH4IW9I9N,176.09,2006,Bengaluru Warehouse,Hyderabad,1,5,TRUE,
2094,2094,Delhivery,Standard,19-04-2023 03:00,24-04-2023,24-04-2023,Delivered,TRK2PO6TOT087BB,77.94,648,Ahmedabad Warehouse,Bengaluru,2,5,TRUE,
2095,2095,DTDC,Next Day,20-04-2023 12:00,21-04-2023,21-04-2023,Delivered,TRK64JY908QDW8Q,64.33,237,Ahmedabad Warehouse,Chennai,1,4,TRUE,
2096,2096,Delhivery,Express,20-04-2023 08:00,22-04-2023,22-04-2023,Delivered,TRKPDVVJQB5ON46,199.12,1130,Delhi Warehouse,Bengaluru,1,5,TRUE,
2097,2097,DTDC,Next Day,19-04-2023 10:00,20-04-2023,21-04-2023,Delivered,TRK7RPV6WBXJ72I,203.23,2058,Kolkata Warehouse,Hyderabad,1,5,FALSE,
2098,2098,Blue Dart,Standard,19-04-2023 08:00,25-04-2023,24-04-2023,Delivered,TRKNFSOZTCNHDMW,62.62,1298,Kolkata Warehouse,Delhi,1,5,TRUE,
2099,2099,Ekart,Standard,18-04-2023 07:00,22-04-2023,22-04-2023,Delivered,TRKL9UGGG150RNV,146.42,1236,Ahmedabad Warehouse,Hyderabad,1,3,TRUE,
2100,2100,DTDC,Standard,19-04-2023 10:00,25-04-2023,26-04-2023,Delivered,TRKAQQAQVFWDROP,65.23,1266,Pune Warehouse,Ahmedabad,1,4,FALSE,
2101,2101,Ekart,Standard,18-04-2023 11:00,24-04-2023,23-04-2023,Delivered,TRKVJLV8ED7SPLJ,109.05,173,Delhi Warehouse,Jaipur,2,4,TRUE,
2102,2102,Delhivery,Express,18-04-2023 10:00,21-04-2023,21-04-2023,Delivered,TRKHIYMGDMWJ7DY,231.13,1352,Chennai Warehouse,Bengaluru,3,5,TRUE,
2103,2103,Ekart,Standard,19-04-2023 06:00,25-04-2023,25-04-2023,Delivered,TRKWSAAENXXKMLM,170.01,313,Hyderabad Warehouse,Bengaluru,1,4,TRUE,
2104,2104,DTDC,Standard,18-04-2023 08:00,25-04-2023,25-04-2023,Delivered,TRKVPC5BJ6SC3LF,120.57,736,Mumbai Warehouse,Ahmedabad,1,2,TRUE,
2105,2105,Ecom Express,Next Day,20-04-2023 09:00,21-04-2023,21-04-2023,Delivered,TRKJAAAYJZEVBDS,234.89,1148,Chennai Warehouse,Kolkata,1,5,TRUE,
2106,2106,Ekart,Standard,19-04-2023 03:00,24-04-2023,24-04-2023,Delivered,TRKHP4C3FX6LBQM,135.97,2052,Bengaluru Warehouse,Hyderabad,1,5,TRUE,
2107,2107,Ecom Express,Next Day,19-04-2023 09:00,20-04-2023,19-04-2023,Delivered,TRKQGKNHX3VKPW3,242.72,2327,Pune Warehouse,Hyderabad,1,4,TRUE,
2108,2108,Ekart,Standard,19-04-2023 00:00,25-04-2023,25-04-2023,Delivered,TRKK2V4ZPPZ99FM,177.49,1604,Hyderabad Warehouse,Delhi,2,5,TRUE,
2109,2109,Delhivery,Standard,19-04-2023 08:00,24-04-2023,24-04-2023,Delivered,TRKVWTV7K5UGLXK,149.34,1914,Hyderabad Warehouse,Chennai,1,5,TRUE,
2110,2110,XpressBees,Standard,20-04-2023 06:00,26-04-2023,27-04-2023,Delivered,TRKTPOMQH0CECI1,74.1,846,Pune Warehouse,Kolkata,1,4,FALSE,
2111,2111,Ecom Express,Express,20-04-2023 02:00,22-04-2023,22-04-2023,Delivered,TRKY11QUSWW58UE,194.79,1201,Hyderabad Warehouse,Chennai,1,5,TRUE,
2112,2112,Delhivery,Standard,19-04-2023 05:00,24-04-2023,,In Transit,TRKRYKN8A280X30,111.32,278,Delhi Warehouse,Chennai,0,,,
2113,2113,Blue Dart,Same Day,20-04-2023 07:00,20-04-2023,19-04-2023,Delivered,TRKAB6BHAGDFU8D,115.17,451,Pune Warehouse,Kolkata,1,5,TRUE,
2114,2114,XpressBees,Standard,19-04-2023 02:00,25-04-2023,,In Transit,TRK3WO9EKL6DXJE,60.73,1696,Bengaluru Warehouse,Pune,0,,,
2115,2115,XpressBees,Standard,21-04-2023 07:00,28-04-2023,28-04-2023,Delivered,TRK1DGTG6ZOM2OY,210.06,1465,Delhi Warehouse,Delhi,1,5,TRUE,
2116,2116,Ecom Express,Standard,19-04-2023 01:00,23-04-2023,23-04-2023,Delivered,TRKQGZDKMQ9UQWF,219.08,2344,Ahmedabad Warehouse,Delhi,1,5,TRUE,
2117,2117,Blue Dart,Standard,20-04-2023 00:00,25-04-2023,24-04-2023,Delivered,TRKVNRURUOUUY89,168.51,340,Kolkata Warehouse,Jaipur,2,4,TRUE,
2118,2118,DTDC,Standard,21-04-2023 07:00,27-04-2023,27-04-2023,Delivered,TRKBKNE4L1667HH,76.4,55,Delhi Warehouse,Lucknow,1,5,TRUE,
2119,2119,XpressBees,Express,21-04-2023 09:00,24-04-2023,25-04-2023,Delivered,TRK33JCN6CYO51K,131.24,1531,Kolkata Warehouse,Jaipur,1,5,FALSE,
2120,2120,XpressBees,Next Day,21-04-2023 05:00,22-04-2023,23-04-2023,Delivered,TRKMPCBHBXFLOUW,100.94,94,Hyderabad Warehouse,Delhi,1,5,FALSE,
2121,2121,XpressBees,Standard,19-04-2023 05:00,25-04-2023,26-04-2023,Delivered,TRKU1GDM57PPX11,229.34,1092,Hyderabad Warehouse,Delhi,1,5,FALSE,
2122,2122,DTDC,Standard,21-04-2023 11:00,25-04-2023,25-04-2023,Delivered,TRKA2UACIJWZ8Y6,207.62,1215,Chennai Warehouse,Delhi,1,3,TRUE,
2123,2123,Blue Dart,Express,20-04-2023 07:00,22-04-2023,22-04-2023,Delivered,TRKKH7O4EA8QZJN,96.06,750,Hyderabad Warehouse,Lucknow,2,4,TRUE,
2124,2124,Ecom Express,Express,20-04-2023 08:00,23-04-2023,24-04-2023,Delivered,TRKADXDF21O752T,79.01,744,Kolkata Warehouse,Jaipur,1,5,FALSE,
2125,2125,Delhivery,Standard,20-04-2023 09:00,24-04-2023,23-04-2023,Delivered,TRKWCMHEBYMHRRT,181.56,1323,Pune Warehouse,Delhi,1,4,TRUE,
2126,2126,Ekart,Express,20-04-2023 08:00,23-04-2023,23-04-2023,Delivered,TRKEYLIAH5MN6OQ,117.24,2036,Ahmedabad Warehouse,Delhi,2,5,TRUE,
2127,2127,Blue Dart,Standard,20-04-2023 05:00,24-04-2023,25-04-2023,Delivered,TRKFOPDKHV4BH87,145.66,1253,Chennai Warehouse,Jaipur,1,5,FALSE,
2128,2128,Ekart,Standard,20-04-2023 11:00,27-04-2023,28-04-2023,Delivered,TRK5ZL0KGSXH5Y3,58.47,1735,Kolkata Warehouse,Bengaluru,1,4,FALSE,
2129,2129,Ecom Express,Standard,22-04-2023 09:00,27-04-2023,27-04-2023,Delivered,TRKQT9HGYR9NAPD,165.18,1814,Kolkata Warehouse,Chennai,2,3,TRUE,
2130,2130,Ecom Express,Standard,21-04-2023 04:00,25-04-2023,25-04-2023,Delivered,TRKA86AOFW8XUJ5,94.87,857,Ahmedabad Warehouse,Jaipur,1,3,TRUE,
2131,2131,Ecom Express,Standard,21-04-2023 04:00,26-04-2023,26-04-2023,Delivered,TRK8JLKNPX1WPXO,72.09,1683,Delhi Warehouse,Pune,1,5,TRUE,
2132,2132,Ecom Express,Standard,20-04-2023 11:00,25-04-2023,25-04-2023,Delivered,TRKAXP4EUC4KDTE,67.84,1872,Bengaluru Warehouse,Delhi,1,2,TRUE,
2133,2133,Ekart,Express,20-04-2023 08:00,23-04-2023,22-04-2023,Delivered,TRK3SGFSUZC21UN,108.52,139,Bengaluru Warehouse,Kolkata,1,5,TRUE,
2134,2134,Blue Dart,Standard,20-04-2023 02:00,26-04-2023,28-04-2023,Delayed,TRKM5PABZ1K0R40,134.88,2087,Mumbai Warehouse,Jaipur,1,5,FALSE,Courier Issue
2135,2135,Blue Dart,Standard,22-04-2023 02:00,27-04-2023,27-04-2023,Delivered,TRKZ3YFW9BFH2I0,171.32,1373,Pune Warehouse,Lucknow,1,5,TRUE,
2136,2136,XpressBees,Express,20-04-2023 01:00,22-04-2023,25-04-2023,Delayed,TRKTXVP9OPTFOWZ,171.56,1017,Ahmedabad Warehouse,Ahmedabad,1,2,FALSE,Courier Issue
2137,2137,DTDC,Standard,21-04-2023 10:00,27-04-2023,27-04-2023,Delivered,TRKAO3NCY9UKUWV,119.13,830,Ahmedabad Warehouse,Bengaluru,1,5,TRUE,
2138,2138,XpressBees,Standard,20-04-2023 03:00,24-04-2023,23-04-2023,Delivered,TRKEKDZE9ZWVIHW,148.72,2416,Hyderabad Warehouse,Hyderabad,3,4,TRUE,
2139,2139,DTDC,Standard,21-04-2023 00:00,27-04-2023,26-04-2023,Delivered,TRK3VU58FS9X1E2,217.85,416,Bengaluru Warehouse,Ahmedabad,1,5,TRUE,
2140,2140,Ecom Express,Same Day,20-04-2023 04:00,20-04-2023,20-04-2023,Delivered,TRKIIDR90RXCIOF,149.12,1772,Pune Warehouse,Delhi,1,5,TRUE,
2141,2141,DTDC,Standard,21-04-2023 02:00,27-04-2023,,In Transit,TRKDPLS9EK1ZOS3,207.18,1453,Hyderabad Warehouse,Jaipur,0,,,
2142,2142,Delhivery,Express,20-04-2023 10:00,22-04-2023,21-04-2023,Delivered,TRKX7S445Y4TS63,61.1,2493,Mumbai Warehouse,Pune,1,5,TRUE,
2143,2143,Blue Dart,Standard,22-04-2023 05:00,27-04-2023,26-04-2023,Delivered,TRKSA28T4YMICRN,173.11,687,Kolkata Warehouse,Jaipur,1,5,TRUE,
2144,2144,XpressBees,Standard,21-04-2023 08:00,27-04-2023,27-04-2023,Delivered,TRKCW4TLYPB9A30,147.64,2253,Ahmedabad Warehouse,Delhi,1,1,TRUE,
2145,2145,Ecom Express,Standard,20-04-2023 08:00,25-04-2023,,In Transit,TRKGW43KIJKNQWK,85.27,2113,Delhi Warehouse,Bengaluru,0,,,
2146,2146,DTDC,Standard,21-04-2023 04:00,25-04-2023,25-04-2023,Delivered,TRKZVIMCDNXHBA1,235.26,2174,Ahmedabad Warehouse,Kolkata,1,5,TRUE,
2147,2147,Ecom Express,Next Day,22-04-2023 10:00,23-04-2023,22-04-2023,Delivered,TRK2T6297SELS3C,156.84,1293,Chennai Warehouse,Kolkata,1,5,TRUE,
2148,2148,XpressBees,Standard,22-04-2023 04:00,28-04-2023,28-04-2023,Delivered,TRK1G22OH8FZUO8,117.68,2061,Bengaluru Warehouse,Bengaluru,1,3,TRUE,
2149,2149,Delhivery,Standard,23-04-2023 02:00,28-04-2023,29-04-2023,Delivered,TRKZO9SN3EZ22U4,171.06,248,Delhi Warehouse,Ahmedabad,2,4,FALSE,
2150,2150,Ecom Express,Standard,22-04-2023 07:00,26-04-2023,25-04-2023,Delivered,TRK3L8N6KYLOQM1,234.92,670,Ahmedabad Warehouse,Delhi,2,4,TRUE,
2151,2151,Blue Dart,Standard,22-04-2023 00:00,26-04-2023,26-04-2023,Delivered,TRKGNPW325GZMMP,178,2341,Pune Warehouse,Jaipur,1,4,TRUE,
2152,2152,Blue Dart,Standard,23-04-2023 12:00,29-04-2023,29-04-2023,Delivered,TRKP1YS813H8FVX,216.5,2084,Kolkata Warehouse,Delhi,1,5,TRUE,
2153,2153,Delhivery,Express,21-04-2023 01:00,23-04-2023,23-04-2023,Delivered,TRKAAI75ML06U3D,162.42,2334,Hyderabad Warehouse,Mumbai,1,5,TRUE,
2154,2154,DTDC,Express,21-04-2023 05:00,24-04-2023,24-04-2023,Delivered,TRKVF70UJGVCVUE,47.83,1350,Mumbai Warehouse,Lucknow,1,5,TRUE,
2155,2155,DTDC,Standard,23-04-2023 03:00,30-04-2023,30-04-2023,Delivered,TRKZNQ85QZLVZYZ,163.22,1711,Kolkata Warehouse,Delhi,1,4,TRUE,
2156,2156,DTDC,Next Day,23-04-2023 08:00,24-04-2023,24-04-2023,Delivered,TRKYJ321RN22R7B,137.05,414,Delhi Warehouse,Bengaluru,1,5,TRUE,
2157,2157,XpressBees,Standard,23-04-2023 12:00,30-04-2023,01-05-2023,Delivered,TRKIU7HQPKZKGDJ,241.8,435,Pune Warehouse,Mumbai,1,4,FALSE,
2158,2158,DTDC,Standard,23-04-2023 02:00,27-04-2023,,In Transit,TRKLTYHMP1HXRIB,105.24,744,Chennai Warehouse,Kolkata,0,,,
2159,2159,Ecom Express,Standard,21-04-2023 04:00,27-04-2023,26-04-2023,Delivered,TRK497B6L8NPR2X,105.08,751,Chennai Warehouse,Hyderabad,1,5,TRUE,
2160,2160,Delhivery,Standard,21-04-2023 11:00,27-04-2023,28-04-2023,Delivered,TRKUE1H4O8LYEC9,128.07,2464,Ahmedabad Warehouse,Mumbai,1,5,FALSE,
2161,2161,DTDC,Standard,24-04-2023 11:00,30-04-2023,30-04-2023,Delivered,TRKJM44NI8NQFNF,45.03,1239,Mumbai Warehouse,Bengaluru,1,5,TRUE,
2162,2162,DTDC,Standard,22-04-2023 08:00,27-04-2023,28-04-2023,Delivered,TRKEIRO08XGYH6K,44.6,139,Hyderabad Warehouse,Ahmedabad,1,4,FALSE,
2163,2163,Blue Dart,Standard,23-04-2023 05:00,30-04-2023,30-04-2023,Delivered,TRK5L3J8KKP9V90,168.38,1609,Chennai Warehouse,Kolkata,1,5,TRUE,
2164,2164,Ecom Express,Next Day,23-04-2023 12:00,24-04-2023,24-04-2023,Delivered,TRKOKDZGEUJTEXY,111.14,1542,Ahmedabad Warehouse,Jaipur,1,5,TRUE,
2165,2165,Blue Dart,Express,23-04-2023 03:00,26-04-2023,25-04-2023,Delivered,TRKI9CK6XPQOHQZ,155.66,1630,Ahmedabad Warehouse,Jaipur,1,5,TRUE,
2166,2166,Ekart,Next Day,22-04-2023 07:00,23-04-2023,23-04-2023,Delivered,TRKYSSNY20GAYB3,159.39,1698,Kolkata Warehouse,Mumbai,1,2,TRUE,
2167,2167,Ekart,Standard,22-04-2023 06:00,27-04-2023,28-04-2023,Delivered,TRK41MDC6YISWS4,125.46,1677,Delhi Warehouse,Jaipur,1,4,FALSE,
2168,2168,Ecom Express,Standard,24-04-2023 06:00,30-04-2023,30-04-2023,Delivered,TRK32DA1MIOB93M,233.35,1698,Chennai Warehouse,Kolkata,1,5,TRUE,
2169,2169,Ecom Express,Standard,23-04-2023 05:00,29-04-2023,29-04-2023,Delivered,TRKQ277ETF7G2QE,178.2,2318,Pune Warehouse,Ahmedabad,1,5,TRUE,
2170,2170,Delhivery,Standard,24-04-2023 04:00,28-04-2023,27-04-2023,Delivered,TRK3LQRKXFG5CEX,200.6,1310,Chennai Warehouse,Ahmedabad,1,4,TRUE,
2171,2171,Blue Dart,Standard,24-04-2023 12:00,30-04-2023,30-04-2023,Delivered,TRKOS1HU26S1PR6,92.28,1132,Mumbai Warehouse,Jaipur,1,4,TRUE,
2172,2172,DTDC,Next Day,23-04-2023 09:00,24-04-2023,25-04-2023,Delivered,TRKN7BKS93F4KZL,113.02,271,Mumbai Warehouse,Lucknow,2,5,FALSE,
2173,2173,Ekart,Standard,23-04-2023 04:00,29-04-2023,28-04-2023,Delivered,TRK0Y2YB8QVY3VD,241.36,602,Hyderabad Warehouse,Delhi,1,5,TRUE,
2174,2174,Delhivery,Standard,22-04-2023 02:00,28-04-2023,27-04-2023,Delivered,TRKKDNL9RAT6RNW,120.49,1349,Chennai Warehouse,Mumbai,1,5,TRUE,
2175,2175,Ecom Express,Standard,23-04-2023 03:00,29-04-2023,29-04-2023,Delivered,TRKP85LJWCC2HHI,137.5,678,Chennai Warehouse,Hyderabad,1,5,TRUE,
2176,2176,Ecom Express,Standard,23-04-2023 03:00,27-04-2023,27-04-2023,Delivered,TRK5JM8PFJDEXCM,155.08,1751,Bengaluru Warehouse,Delhi,2,5,TRUE,
2177,2177,XpressBees,Standard,24-04-2023 02:00,29-04-2023,29-04-2023,Delivered,TRK71QXQCRWY9XX,154.13,542,Chennai Warehouse,Delhi,1,4,TRUE,
2178,2178,DTDC,Standard,23-04-2023 05:00,30-04-2023,30-04-2023,Delivered,TRK24HYEF2L0PI8,88.42,1720,Delhi Warehouse,Chennai,1,5,TRUE,
2179,2179,Blue Dart,Express,22-04-2023 12:00,24-04-2023,24-04-2023,Delivered,TRKEGG2M4RCFLDA,112.7,1970,Pune Warehouse,Jaipur,1,5,TRUE,
2180,2180,Blue Dart,Next Day,25-04-2023 08:00,26-04-2023,26-04-2023,Delivered,TRK8BX3UW0YE3X3,92.38,2351,Kolkata Warehouse,Bengaluru,1,1,TRUE,
2181,2181,Blue Dart,Standard,23-04-2023 03:00,29-04-2023,29-04-2023,Delivered,TRKQY8B5G9MEGTI,76.15,2103,Delhi Warehouse,Delhi,1,4,TRUE,
2182,2182,XpressBees,Standard,23-04-2023 04:00,30-04-2023,30-04-2023,Delivered,TRKK5G336WDERU2,218.35,397,Delhi Warehouse,Mumbai,1,4,TRUE,
2183,2183,XpressBees,Standard,25-04-2023 08:00,01-05-2023,01-05-2023,Delivered,TRK8HPI9BY6MO8H,130.22,1924,Mumbai Warehouse,Pune,1,2,TRUE,
2184,2184,Ecom Express,Express,24-04-2023 02:00,27-04-2023,,In Transit,TRK2WL6NOQ170JW,178.82,1073,Kolkata Warehouse,Lucknow,0,,,
2185,2185,Delhivery,Standard,25-04-2023 08:00,01-05-2023,02-05-2023,Delivered,TRK18JQJ0ARSG8F,41.06,887,Mumbai Warehouse,Delhi,1,5,FALSE,
2186,2186,Ekart,Express,23-04-2023 10:00,25-04-2023,25-04-2023,Delivered,TRKBMERNTP3CZBA,83.91,1369,Hyderabad Warehouse,Bengaluru,1,3,TRUE,
2187,2187,Delhivery,Standard,24-04-2023 02:00,30-04-2023,30-04-2023,Delivered,TRKSUKE8XO7I88M,197.95,1254,Hyderabad Warehouse,Hyderabad,1,5,TRUE,
2188,2188,Delhivery,Standard,24-04-2023 07:00,30-04-2023,30-04-2023,Delivered,TRK7I0EGB0KJTWA,60.69,2104,Hyderabad Warehouse,Delhi,1,5,TRUE,
2189,2189,XpressBees,Standard,25-04-2023 04:00,29-04-2023,29-04-2023,Delivered,TRK09QC588I4RBB,104.83,1670,Hyderabad Warehouse,Pune,1,5,TRUE,
2190,2190,DTDC,Express,25-04-2023 07:00,27-04-2023,26-04-2023,Delivered,TRKFNXRL47VZ0PA,161.3,2207,Delhi Warehouse,Mumbai,1,4,TRUE,
2191,2191,Ekart,Standard,24-04-2023 06:00,01-05-2023,01-05-2023,Delivered,TRKEDARSKM3ARIH,61.07,2384,Bengaluru Warehouse,Jaipur,1,2,TRUE,
2192,2192,XpressBees,Next Day,23-04-2023 08:00,24-04-2023,23-04-2023,Delivered,TRKERXTH6X287YG,125.69,1675,Delhi Warehouse,Jaipur,1,4,TRUE,
2193,2193,XpressBees,Next Day,25-04-2023 10:00,26-04-2023,25-04-2023,Delivered,TRKH3TXZ1NW8JKD,202.49,64,Hyderabad Warehouse,Mumbai,1,5,TRUE,
2194,2194,Blue Dart,Standard,25-04-2023 08:00,30-04-2023,,In Transit,TRK743P2KR4WG7S,227.67,690,Bengaluru Warehouse,Ahmedabad,0,,,
2195,2195,XpressBees,Standard,26-04-2023 07:00,30-04-2023,01-05-2023,Delivered,TRKIBB65PRL1JRW,143.13,47,Delhi Warehouse,Delhi,1,5,FALSE,
2196,2196,Delhivery,Express,24-04-2023 12:00,26-04-2023,27-04-2023,Delivered,TRKZJTA6C0641UD,58.95,710,Hyderabad Warehouse,Mumbai,1,3,FALSE,
2197,2197,XpressBees,Standard,25-04-2023 02:00,01-05-2023,01-05-2023,Delivered,TRKNS75LU6NYT3H,175.47,1340,Kolkata Warehouse,Bengaluru,2,4,TRUE,
2198,2198,Ekart,Standard,24-04-2023 10:00,28-04-2023,29-04-2023,Delivered,TRKZVASI754NPUT,136.89,778,Delhi Warehouse,Lucknow,1,3,FALSE,
2199,2199,Blue Dart,Standard,25-04-2023 10:00,29-04-2023,29-04-2023,Delivered,TRKYYSWZNQ6KTP4,217.62,1875,Bengaluru Warehouse,Ahmedabad,1,2,TRUE,
2200,2200,XpressBees,Next Day,25-04-2023 07:00,26-04-2023,25-04-2023,Delivered,TRKL0OEXIR4IIQK,84.93,1913,Mumbai Warehouse,Mumbai,2,4,TRUE,
2201,2201,Ekart,Standard,26-04-2023 06:00,02-05-2023,03-05-2023,Delivered,TRKA0MCQ5HCHWSP,133.82,1669,Pune Warehouse,Bengaluru,1,4,FALSE,
2202,2202,XpressBees,Standard,24-04-2023 02:00,29-04-2023,28-04-2023,Delivered,TRKWHSTRYP003Y2,211.53,1651,Pune Warehouse,Ahmedabad,1,5,TRUE,
2203,2203,Ecom Express,Standard,25-04-2023 11:00,01-05-2023,01-05-2023,Delivered,TRKL4AT6TOEZ1FV,104.38,2035,Delhi Warehouse,Lucknow,1,5,TRUE,
2204,2204,DTDC,Standard,25-04-2023 12:00,29-04-2023,04-05-2023,Delayed,TRK8GAVFXC6I4N4,92.63,1624,Kolkata Warehouse,Pune,1,5,FALSE,Customer Unavailable
2205,2205,Delhivery,Standard,24-04-2023 07:00,28-04-2023,28-04-2023,Delivered,TRK365TYAGI9UOL,205.07,1971,Bengaluru Warehouse,Mumbai,2,5,TRUE,
2206,2206,Ecom Express,Standard,24-04-2023 04:00,28-04-2023,,In Transit,TRKO7NL3GIH9NC2,141.32,1162,Chennai Warehouse,Delhi,0,,,
2207,2207,DTDC,Express,25-04-2023 05:00,28-04-2023,29-04-2023,Delivered,TRKIOLOAQKHG24A,44.94,838,Hyderabad Warehouse,Kolkata,1,5,FALSE,
2208,2208,Ekart,Standard,25-04-2023 12:00,02-05-2023,02-05-2023,Delivered,TRKW3HC2F8J7JVY,168.8,2097,Ahmedabad Warehouse,Ahmedabad,1,3,TRUE,
2209,2209,XpressBees,Standard,26-04-2023 03:00,02-05-2023,03-05-2023,Delivered,TRK7VVJ0N2H7DBW,55.94,1570,Chennai Warehouse,Mumbai,1,5,FALSE,
2210,2210,DTDC,Same Day,25-04-2023 08:00,25-04-2023,25-04-2023,Delivered,TRKD2XN7DNHU0FI,139.13,2317,Mumbai Warehouse,Lucknow,1,5,TRUE,
2211,2211,Blue Dart,Standard,27-04-2023 06:00,03-05-2023,03-05-2023,Delivered,TRKZ90F16H5P51E,204.92,711,Delhi Warehouse,Lucknow,2,1,TRUE,
2212,2212,XpressBees,Standard,26-04-2023 01:00,03-05-2023,02-05-2023,Delivered,TRKYUAWDRW6FI9L,58.75,521,Ahmedabad Warehouse,Kolkata,1,5,TRUE,
2213,2213,Blue Dart,Standard,26-04-2023 03:00,02-05-2023,02-05-2023,Delivered,TRK9ZW1Z9YUD2XD,189.49,1294,Ahmedabad Warehouse,Pune,1,5,TRUE,
2214,2214,XpressBees,Standard,25-04-2023 08:00,30-04-2023,30-04-2023,Delivered,TRKHERHPXXZ9XX5,121.09,1659,Bengaluru Warehouse,Delhi,2,5,TRUE,
